text,label
So what exactly is the problem? Changing the size doesn't work?,-1
Wow! Trivial answer converted to comment! Is this new?,-1
Excellent question. Can we get som esources as to where the different styles originated?,1
"@FrustratedWithFormsDesigner: if it depends on the function, then the answer to the question is ""no"". At least, I interpret the question to mean, ""is it true that for any two functions f, g, either f is O(g) or f is Big-Omega(g)?""",0
now???,-1
How many times do I have to revert you before you stop? Do you want to get blocked?,-1
"I see a number of possible apps when I search in the Market for ""mp3 tag"". Did you try that?",-1
"You query is somehow confusing: the title asks for tables with a given width, but the description of the problem mentions column width. Can you please describe clearly and in more detail your intent?",0
"Annotations aren't executable code, so this is unlikely. What are you really trying to do - in what conditions would you want a test to be run or not run?",0
Could be a character set issue. Is the HTML in UTF-8 and stored as ISO-8859-1?,0
"Hey Nick, thanks for writing the book reviews! Would you like me to run one or both of them?",1
"One more thing. How is the policy of ""you're not allowed to block someone for personally attacking you"" unworkable?",-1
and what's the problem? what did you try and in which way did it fail?,0
"*@user1147* I edited your question heavily to try to make it more clear *(please review to make sure I didn't change the meaning.)* One thing I didn't understand was when you said *""when I open a single page to check post""*; can you be more clear what you meant by *""single page?""*",1
You recently uploaded <url> as being in the public domain as its copyright was not renewed. Does the book indicate that its copyright was not renewed or do you have any other reason to believe that the L.A. Times did not renew the copyright?,-1
Thanks! Why not in refrigerator?  Does that do harm?,1
And the username? Do you have any thoughts on changing it to something not involving Nazism?,-1
"Hi - I noticed the same, and was wondering how you do it!  I've been trying to get <url> next to my name by default and I can't seem to manage it... any help?",0
This one seems useful. Should we not turn those redlinks blue?,0
How did I vandalize!!??,-1
"Thanks; it just occurred to me to cite USGS maps, but this is maybe even better.  Was there once an airplane crash in the vicinity, or are there maps like this for all parts of the country?",1
"If it's not clear, I am asking for a '''quote from your source''' which supports the statement which you inserted into the article with your reference. Can you please supply a quote?",0
"I have moved the page back, as well as created the new article <url>. Is that better?",1
I think this is off topic but I'm not 100%. Any thoughts?,1
"Where's the Perl? Are you talking about an off-the-shelf software here, if yes, what's its name?",0
"can you clarify - do you have a time with timezone as input, and want time and different timezone as output?  Or is the input time GMT?",1
"I believe in previous versions of the article, the title of that section was ""Left-libertarianism in political philosophy"".  If it were changed back to something like that and moved to the top, would that be satisfactory?",0
What do you think? Do these subdivisions make sense?,0
ADT break encapsulation and hence do not exist in OOP. What is a Vulcan in Star Wars?,0
"When you say ""no other access to the dictionary of words"", do you mean that you don't have access to the actual dictionary that `IsValidWord` is using, or that you cannot use a dictionary at all? Would using a separate dictionary be OK, in the hopes that it matches the one that `IsValidWord` is using?",1
@Guillermo How do you get the lines ? Just in one time by **readlines()** or iterating on the file ?,0
"Without participating in talk page discussion, you have deleted reliable sources, and rewritten a sentence so that it is supported by no sources at all except your personal opinion.<url>  Am I missing something here?",-1
"Which UI framework do you use? Swing, AWT, Struts, JSF, ...?",0
"@wooble: I might need some help here, what's your calculation ? I get something like 56.8 billion combinations ?",1
"Thanks, Anu. Sorry to be a php nitwit, but I tried this and got nothing: '<?php wp_get_post_terms('20', 'toolkit', 'description') ?>'  should I have left it as '<?php wp_get_post_terms($post->ID, 'toolkit', 'description') ?>' ?",-1
